user_id,price,items_count,porcentaje,posted
76561198101348559,0.0,11.0,no ha hecho review,0
76561198101353693,9.99,2.0,no ha hecho review,0
76561198101354924,170.9,7.0,no ha hecho review,0
76561198101357209,0.0,15.0,no ha hecho review,0
76561198101369591,19.99,12.0,no ha hecho review,0
76561198101373356,0.0,1.0,no ha hecho review,0
76561198101379664,24.98,34.0,no ha hecho review,0
76561198101379724,104.94,7.0,no ha hecho review,0
76561198101381346,0.0,1.0,no ha hecho review,0
76561198101381867,0.0,1.0,no ha hecho review,0
76561198101386421,14.99,4.0,no ha hecho review,0
76561198101389197,9.99,2.0,no ha hecho review,0
76561198101390800,0.0,5.0,no ha hecho review,0
76561198101396189,127.89,46.0,no ha hecho review,0
76561198101401653,779.95,206.0,1.0,0
76561198101406460,104.93,21.0,no ha hecho review,0
76561198101406637,2722.32,147.0,no ha hecho review,0
76561198101409546,0.0,1.0,no ha hecho review,0
76561198101412766,0.0,1.0,no ha hecho review,0
76561198101413563,0.0,5.0,no ha hecho review,0
76561198101422477,116.91,16.0,no ha hecho review,0
76561198101428354,59.99,4.0,no ha hecho review,0
76561198101431323,219.85,23.0,0.5,2014-01-29
76561198101432625,74.98,7.0,no ha hecho review,0
76561198101432950,19.99,3.0,no ha hecho review,0
76561198101436466,114.96,13.0,1.0,2014-02-03
76561198101441645,25.97,11.0,no ha hecho review,0
76561198101445696,35.97,64.0,no ha hecho review,0
76561198101449768,194.87,43.0,1.0,2015-03-01
76561198101449773,69.96,11.0,no ha hecho review,0
76561198101452995,9.99,2.0,no ha hecho review,0
76561198101464908,782.61,83.0,1.0,2013-11-27
76561198101466395,24.97,22.0,no ha hecho review,0
76561198101467306,384.86,24.0,1.0,2014-06-23
76561198101478064,66.95,27.0,no ha hecho review,0
76561198101480347,259.29,34.0,0.7142857142857143,2014-05-20
76561198101483091,19.99,4.0,no ha hecho review,0
76561198101492787,1056.03,158.0,1.0,2015-09-04
76561198101495569,14.99,6.0,no ha hecho review,0
76561198101507648,79.94,17.0,no ha hecho review,0
76561198101513089,24.98,3.0,no ha hecho review,0
76561198101520512,35.97,14.0,1.0,2013-12-30
76561198101521395,674.68,59.0,no ha hecho review,0
76561198101522866,89.94999999999999,10.0,no ha hecho review,0
76561198101528124,842.4699999999999,70.0,1.0,2014-07-13
76561198101528233,313.85,50.0,no ha hecho review,0
76561198101530172,29.98,16.0,1.0,2014-04-03
76561198101546795,49.97,8.0,no ha hecho review,0
76561198101552611,1261.14,137.0,0.8,2014-04-30
76561198101556932,59.97,15.0,no ha hecho review,0
76561198101561408,0.0,13.0,1.0,2014-07-25
76561198101569564,0.0,1.0,no ha hecho review,0
76561198101572628,44.97,12.0,1.0,2014-11-22
76561198101576470,166.88,53.0,1.0,2013-11-29
76561198101578502,79.96,7.0,no ha hecho review,0
76561198101581044,970.44,81.0,1.0,2014-08-14
76561198101593579,59.99,4.0,no ha hecho review,0
76561198101598805,160.91,10.0,no ha hecho review,0
76561198101598887,0.0,1.0,no ha hecho review,0
76561198101601949,113.92,50.0,1.0,2015-03-21
76561198101605750,19.99,4.0,no ha hecho review,0
76561198101607368,119.98,5.0,no ha hecho review,0
76561198101621422,906.64,82.0,no ha hecho review,0
76561198101634865,19.99,3.0,0.75,2013-12-25
76561198101641422,9.99,17.0,no ha hecho review,0
76561198101648152,521.73,43.0,0.0,0
76561198101650738,0.0,1.0,no ha hecho review,0
76561198101666197,0.0,1.0,no ha hecho review,0
76561198101674331,199.89,20.0,no ha hecho review,0
76561198101680761,0.0,1.0,no ha hecho review,0
76561198101686893,323.76,41.0,1.0,2015-01-17
76561198101689448,50.94,7.0,no ha hecho review,0
76561198101694792,84.95,27.0,1.0,2015-01-22
76561198101696044,54.97,9.0,no ha hecho review,0
76561198101696219,97.91,11.0,1.0,2014-06-26
76561198101697755,0.0,1.0,no ha hecho review,0
76561198101702657,64.95,7.0,no ha hecho review,0
76561198101719560,0.0,19.0,no ha hecho review,0
76561198101738657,595.65,79.0,0.6666666666666666,2015-06-14
76561198101738905,19.98,6.0,no ha hecho review,0
76561198101739366,484.74,38.0,no ha hecho review,0
76561198101743006,24.98,42.0,0.8571428571428571,2013-12-11
76561198101753021,137.92,11.0,no ha hecho review,0
76561198101758215,0.0,1.0,no ha hecho review,0
76561198101759150,234.85,22.0,no ha hecho review,0
76561198101760793,460.67,51.0,1.0,2014-04-08
76561198101766330,0.0,1.0,no ha hecho review,0
76561198101770472,1148.29,102.0,no ha hecho review,0
76561198101771754,377.76,36.0,no ha hecho review,0
76561198101773905,44.97,15.0,no ha hecho review,0
76561198101775829,0.0,4.0,no ha hecho review,0
76561198101775901,0.0,6.0,no ha hecho review,0
76561198101777860,4.99,1.0,no ha hecho review,0
76561198101779000,374.72,68.0,no ha hecho review,0
76561198101779888,0.0,4.0,1.0,2013-12-24
76561198101793746,44.97,16.0,no ha hecho review,0
76561198101800731,154.9,19.0,1.0,2014-01-18
76561198101806017,263.9,29.0,1.0,2014-01-05
76561198101808040,14.99,2.0,no ha hecho review,0
76561198101810604,19.99,3.0,no ha hecho review,0
76561198101810790,189.91,20.0,no ha hecho review,0
76561198101817308,49.98,12.0,no ha hecho review,0
76561198101819064,250.83,39.0,1.0,2013-11-30
76561198101827787,29.97,6.0,no ha hecho review,0
76561198101843436,4.99,1.0,no ha hecho review,0
76561198101850632,287.83,42.0,no ha hecho review,0
76561198101851844,0.0,1.0,no ha hecho review,0
76561198101854307,574.6899999999999,43.0,1.0,2015-01-19
76561198101869507,0.0,13.0,no ha hecho review,0
76561198101874940,0.0,6.0,no ha hecho review,0
76561198101876498,794.3,99.0,no ha hecho review,0
76561198101889026,230.88,8.0,1.0,2013-12-24
76561198101889387,0.0,4.0,no ha hecho review,0
76561198101889493,14.99,5.0,no ha hecho review,0
76561198101891484,59.95,11.0,no ha hecho review,0
76561198101895097,1852.48,180.0,no ha hecho review,0
76561198101901860,79.96,7.0,no ha hecho review,0
76561198101902497,24.98,4.0,no ha hecho review,0
76561198101913613,180.9,6.0,1.0,2013-12-07
76561198101920524,170.86,28.0,no ha hecho review,0
76561198101924684,57.96,41.0,0.0,2015-12-22
76561198101938885,403.74,52.0,no ha hecho review,0
76561198101943716,240.88,79.0,no ha hecho review,0
76561198101945718,850.6500000000001,15.0,1.0,0
76561198101945996,0.0,1.0,no ha hecho review,0
76561198101955045,14.98,2.0,no ha hecho review,0
76561198101957454,19.99,3.0,1.0,2013-12-30
76561198101968197,112.92,28.0,1.0,2014-02-14
76561198101969104,94.96,56.0,no ha hecho review,0
76561198101976562,1598.29,118.0,1.0,2013-11-20
76561198101980693,164.92,24.0,no ha hecho review,0
76561198101983929,1029.37,86.0,no ha hecho review,0
76561198101988619,24.98,10.0,no ha hecho review,0
76561198101990965,0.0,1.0,no ha hecho review,0
76561198101994484,1274.26,139.0,1.0,2014-07-07
76561198101995099,74.97,15.0,no ha hecho review,0
76561198101995228,0.0,1.0,no ha hecho review,0
76561198101999312,18.98,11.0,no ha hecho review,0
76561198102015438,29.99,9.0,no ha hecho review,0
76561198102032413,1794.53,173.0,no ha hecho review,0
76561198102032565,69.98,56.0,no ha hecho review,0
76561198102034206,135.91,31.0,1.0,2014-07-14
76561198102044822,0.0,1.0,no ha hecho review,0
76561198102047301,139.97,11.0,no ha hecho review,0
76561198102051193,64.96,12.0,no ha hecho review,0
76561198102057026,1396.19,122.0,no ha hecho review,0
76561198102061238,169.89,20.0,no ha hecho review,0
76561198102066467,109.93,15.0,1.0,2014-05-10
76561198102071428,9.99,5.0,no ha hecho review,0
76561198102078278,79.95,10.0,1.0,2014-07-27
76561198102086905,235.84,19.0,no ha hecho review,0
76561198102087487,507.68,50.0,0.8,2013-12-25
76561198102088883,0.0,2.0,no ha hecho review,0
76561198102093684,1227.6,149.0,0.8571428571428571,2014-12-17
76561198102096949,9.99,1.0,no ha hecho review,0
76561198102098725,39.98,5.0,no ha hecho review,0
76561198102100766,0.0,1.0,no ha hecho review,0
76561198102107184,688.63,74.0,no ha hecho review,0
76561198102111800,0.0,1.0,no ha hecho review,0
76561198102116790,9.99,5.0,no ha hecho review,0
76561198102121026,8.99,1.0,no ha hecho review,0
76561198102125100,0.0,2.0,no ha hecho review,0
76561198102132269,0.0,1.0,no ha hecho review,0
76561198102137731,0.0,1.0,no ha hecho review,0
76561198102147457,32.97,13.0,no ha hecho review,0
76561198102147994,9.99,3.0,no ha hecho review,0
76561198102157606,6.99,2.0,no ha hecho review,0
76561198102162881,1389.09,119.0,1.0,2013-12-07
76561198102168809,9.99,9.0,no ha hecho review,0
76561198102169883,194.94,12.0,0.0,0
76561198102175341,0.0,16.0,no ha hecho review,0
76561198102176862,29.98,3.0,no ha hecho review,0
76561198102177001,264.81,35.0,no ha hecho review,0
76561198102178847,9.99,9.0,no ha hecho review,0
76561198102183166,144.93,26.0,no ha hecho review,0
76561198102183385,19.99,10.0,no ha hecho review,0
76561198102186984,199.93,12.0,no ha hecho review,0
76561198102196562,643.76,45.0,no ha hecho review,0
76561198102196927,403.7,40.0,0.0,2015-10-20
76561198102199164,0.0,2.0,no ha hecho review,0
76561198102200162,119.94,12.0,no ha hecho review,0
76561198102205125,29.98,4.0,no ha hecho review,0
76561198102205837,14.99,2.0,no ha hecho review,0
76561198102211800,0.0,4.0,no ha hecho review,0
76561198102220716,313.87,32.0,1.0,2014-07-24
76561198102227860,258.81,50.0,1.0,2014-04-20
76561198102228158,44.97,21.0,no ha hecho review,0
76561198102234446,279.86,47.0,1.0,2013-12-06
76561198102241733,194.86,33.0,1.0,2014-03-12
76561198102246392,118.89,25.0,1.0,2014-02-10
76561198102253532,0.0,1.0,no ha hecho review,0
76561198102255011,0.0,4.0,no ha hecho review,0
76561198102256563,932.39,83.0,1.0,2014-08-26
76561198102260813,0.0,5.0,1.0,2014-02-08
76561198102264876,0.0,1.0,no ha hecho review,0
76561198102267790,89.92999999999999,52.0,no ha hecho review,0
76561198102278381,616.58,81.0,1.0,2014-11-17
76561198102282651,318.79,32.0,0.6666666666666666,0
76561198102285106,24.98,3.0,no ha hecho review,0
76561198102295819,537.76,36.0,no ha hecho review,0
76561198102309711,19.99,5.0,no ha hecho review,0
76561198102314474,221.89,51.0,no ha hecho review,0
76561198102318751,193.85,27.0,no ha hecho review,0
76561198102322850,4211.15,539.0,no ha hecho review,0
76561198102325118,49.96,10.0,no ha hecho review,0
76561198102328239,0.0,1.0,no ha hecho review,0
76561198102329181,0.0,3.0,no ha hecho review,0
76561198102338827,0.0,2.0,no ha hecho review,0
76561198102341477,119.92,15.0,no ha hecho review,0
76561198102341743,0.0,1.0,1.0,2014-02-07
76561198102346183,456.73,42.0,no ha hecho review,0
76561198102348131,4.99,47.0,1.0,2015-02-16
76561198102350614,0.0,2.0,no ha hecho review,0
76561198102353720,0.0,7.0,no ha hecho review,0
76561198102360212,0.0,20.0,no ha hecho review,0
76561198102383418,0.0,2.0,no ha hecho review,0
76561198102389800,0.0,1.0,no ha hecho review,0
76561198102394915,0.0,1.0,no ha hecho review,0
76561198102405632,2179.72,156.0,1.0,0
76561198102409708,1111.43,114.0,0.8,2015-08-14
76561198102410011,35.97,22.0,1.0,2015-09-14
76561198102419456,0.0,1.0,no ha hecho review,0
76561198102421718,556.65,88.0,1.0,2015-06-26
76561198102422498,325.82,23.0,no ha hecho review,0
76561198102427756,439.83,30.0,no ha hecho review,0
76561198102434744,51.87,26.0,1.0,2014-03-24
76561198102444894,0.0,1.0,no ha hecho review,0
76561198102456291,134.93,16.0,no ha hecho review,0
76561198102469448,145.89,18.0,1.0,2014-05-28
76561198102477915,526.67,114.0,1.0,2014-07-03
76561198102485241,619.5899999999999,90.0,1.0,2014-12-03
76561198102489501,29.94,18.0,no ha hecho review,0
76561198102514027,49.96,62.0,1.0,2014-07-01
76561198102545687,0.0,1.0,no ha hecho review,0
76561198102551098,109.93,12.0,no ha hecho review,0
76561198102667143,500.63,67.0,0.0,2014-12-12
76561198102673078,180.89,29.0,no ha hecho review,0
76561198102675608,54.97,10.0,1.0,2015-09-18
76561198102687605,0.0,1.0,no ha hecho review,0
76561198102696044,0.0,1.0,no ha hecho review,0
76561198102700793,0.0,3.0,no ha hecho review,0
76561198102709241,59.99,15.0,no ha hecho review,0
76561198102709350,0.0,1.0,no ha hecho review,0
76561198102736498,34.96,28.0,no ha hecho review,0
76561198102740570,44.97,6.0,no ha hecho review,0
76561198102769422,0.0,2.0,no ha hecho review,0
76561198102775486,0.0,1.0,no ha hecho review,0
76561198102782628,0.0,1.0,no ha hecho review,0
76561198102785600,109.96,8.0,no ha hecho review,0
76561198102791191,109.95,29.0,no ha hecho review,0
76561198102792703,161.86,30.0,no ha hecho review,0
76561198102806692,204.87,23.0,no ha hecho review,0
76561198102816059,0.0,16.0,no ha hecho review,0
76561198102818877,34.98,33.0,1.0,2014-01-07
76561198102819122,17.98,15.0,no ha hecho review,0
76561198102820871,754.65,98.0,no ha hecho review,0
76561198102826090,54.96,13.0,1.0,2015-03-21
76561198102828441,0.0,9.0,no ha hecho review,0
76561198102828602,173.89,32.0,no ha hecho review,0
76561198102829701,87.92,22.0,no ha hecho review,0
76561198102834141,24.98,4.0,no ha hecho review,0
76561198102844078,115.92,19.0,no ha hecho review,0
76561198102849944,0.0,1.0,no ha hecho review,0
76561198102860335,0.0,9.0,no ha hecho review,0
76561198102863276,437.72,55.0,no ha hecho review,0
76561198102874801,34.980000000000004,4.0,no ha hecho review,0
76561198102911494,34.98,2.0,no ha hecho review,0
76561198102914389,49.97,13.0,no ha hecho review,0
76561198102932937,0.0,4.0,no ha hecho review,0
76561198102957269,84.95,6.0,no ha hecho review,0
76561198102958784,0.0,1.0,no ha hecho review,0
76561198102962152,50.96,6.0,no ha hecho review,0
76561198102969842,39.99,13.0,no ha hecho review,0
76561198102977568,1455.59,108.0,1.0,2014-07-19
76561198102991301,169.91,17.0,no ha hecho review,0
76561198102994003,9.99,5.0,no ha hecho review,0
76561198103002152,84.94999999999999,12.0,no ha hecho review,0
76561198103003178,69.94999999999999,11.0,no ha hecho review,0
76561198103020723,49.98,9.0,0.0,2014-03-13
76561198103044040,0.0,10.0,no ha hecho review,0
76561198103047497,19.99,7.0,no ha hecho review,0
76561198103048708,0.0,1.0,no ha hecho review,0
76561198103055877,0.0,1.0,no ha hecho review,0
76561198103063623,9.99,6.0,no ha hecho review,0
76561198103065513,69.98,20.0,no ha hecho review,0
76561198103066332,0.0,1.0,no ha hecho review,0
76561198103079039,29.97,10.0,no ha hecho review,0
76561198103079509,9.99,5.0,no ha hecho review,0
76561198103079725,123.95,14.0,no ha hecho review,0
76561198103101219,9.99,2.0,no ha hecho review,0
76561198103102019,9.99,31.0,no ha hecho review,0
76561198103102317,387.79,34.0,no ha hecho review,0
76561198103105807,873.4499999999999,84.0,1.0,0
76561198103108238,635.74,60.0,1.0,2015-09-09
76561198103110921,524.63,51.0,no ha hecho review,0
76561198103117909,245.88,61.0,no ha hecho review,0
76561198103124541,24.99,2.0,1.0,2014-05-13
76561198103128287,180.82,54.0,no ha hecho review,0
76561198103133102,0.0,1.0,no ha hecho review,0
76561198103133611,64.96000000000001,14.0,no ha hecho review,0
76561198103137154,19.99,2.0,no ha hecho review,0
76561198103137933,621.75,41.0,no ha hecho review,0
76561198103139418,256.83,31.0,0.75,2015-07-31
76561198103139428,9.99,1.0,no ha hecho review,0
76561198103151661,139.97,13.0,no ha hecho review,0
76561198103155373,0.0,14.0,no ha hecho review,0
76561198103157285,228.81,31.0,0.0,0
76561198103164203,180.85,26.0,no ha hecho review,0
76561198103171940,0.0,1.0,no ha hecho review,0
76561198103198273,9.99,9.0,no ha hecho review,0
76561198103199140,14.99,4.0,no ha hecho review,0
76561198103208340,9.99,13.0,no ha hecho review,0
76561198103210517,254.81,24.0,1.0,2015-10-31
76561198103211891,144.95000000000002,14.0,1.0,2013-12-28
76561198103217965,122.92,30.0,1.0,0
76561198103219513,159.92,19.0,no ha hecho review,0
76561198103223442,0.0,6.0,no ha hecho review,0
76561198103225030,0.0,1.0,no ha hecho review,0
76561198103227480,0.99,18.0,1.0,2014-11-02
76561198103228488,215.87,29.0,1.0,2013-12-14
76561198103229486,515.64,46.0,no ha hecho review,0
76561198103241823,0.0,8.0,no ha hecho review,0
76561198103242453,324.88,45.0,no ha hecho review,0
76561198103243648,765.56,67.0,1.0,2014-08-31
76561198103247656,398.72,47.0,1.0,2013-12-19
76561198103253374,79.96,26.0,1.0,2014-02-24
76561198103285900,0.0,1.0,no ha hecho review,0
76561198103335127,49.97,24.0,no ha hecho review,0
76561198103341117,0.0,5.0,no ha hecho review,0
76561198103342524,29.98,7.0,1.0,2014-08-12
76561198103355372,6.99,8.0,no ha hecho review,0
76561198103355734,0.0,4.0,no ha hecho review,0
76561198103357676,695.6,60.0,1.0,2015-07-20
76561198103358849,24.98,6.0,no ha hecho review,0
76561198103362354,349.71,74.0,1.0,2015-12-09
76561198103362841,74.96,17.0,no ha hecho review,0
76561198103364951,30.96,29.0,1.0,2013-10-07
76561198103368485,378.85,40.0,no ha hecho review,0
76561198103370110,285.81,53.0,0.6666666666666666,2014-01-05
76561198103371005,139.93,51.0,0.6,2015-04-10
76561198103373619,69.98,4.0,no ha hecho review,0
76561198103373798,9.99,13.0,no ha hecho review,0
76561198103374464,190.88,27.0,no ha hecho review,0
76561198103375346,19.99,11.0,no ha hecho review,0
76561198103378526,34.97,5.0,no ha hecho review,0
76561198103380461,125.91,19.0,1.0,2014-03-12
76561198103382674,64.95,13.0,1.0,2014-06-17
76561198103383125,182.93,26.0,1.0,0
76561198103385686,32.47,6.0,no ha hecho review,0
76561198103386218,0.0,1.0,no ha hecho review,0
76561198103387994,224.88,30.0,no ha hecho review,0
76561198103389855,245.86,34.0,1.0,2015-02-06
76561198103390719,14.99,4.0,no ha hecho review,0
76561198103395078,516.62,52.0,no ha hecho review,0
76561198103396448,272.86,51.0,no ha hecho review,0
76561198103401549,99.94,14.0,1.0,2014-05-17
76561198103411771,596.65,67.0,no ha hecho review,0
76561198103423101,0.0,3.0,no ha hecho review,0
76561198103433951,597.67,43.0,1.0,0
76561198103445461,87.92,32.0,no ha hecho review,0
76561198103467563,0.0,5.0,no ha hecho review,0
76561198103467763,282.67,139.0,no ha hecho review,0
76561198103477002,0.0,8.0,no ha hecho review,0
76561198103481260,0.0,1.0,no ha hecho review,0
76561198103482540,119.92,31.0,1.0,0
76561198103505734,0.0,1.0,no ha hecho review,0
76561198103524411,2185.42,99.0,1.0,2015-06-17
76561198103531464,0.0,4.0,no ha hecho review,0
76561198103539204,14.99,8.0,no ha hecho review,0
76561198103540458,9.99,4.0,no ha hecho review,0
76561198103541432,175.91,41.0,1.0,2014-07-26
76561198103548224,59.97,8.0,no ha hecho review,0
76561198103549781,0.0,4.0,no ha hecho review,0
76561198103557521,913.57,64.0,no ha hecho review,0
76561198103561722,221.88,48.0,1.0,2013-09-19
76561198103563651,19.99,5.0,no ha hecho review,0
76561198103566031,79.95,28.0,no ha hecho review,0
76561198103566623,0.0,4.0,no ha hecho review,0
76561198103570639,0.0,7.0,no ha hecho review,0
76561198103570968,354.76,55.0,1.0,2015-11-08
76561198103571657,109.93,19.0,no ha hecho review,0
76561198103574278,214.85,27.0,no ha hecho review,0
76561198103582336,0.0,3.0,no ha hecho review,0
76561198103591529,14.99,4.0,no ha hecho review,0
76561198103596158,0.0,1.0,no ha hecho review,0
76561198103599236,139.9,26.0,no ha hecho review,0
76561198103608780,39.98,9.0,no ha hecho review,0
76561198103620512,59.99,24.0,no ha hecho review,0
76561198103635105,503.74,58.0,0.7,2014-10-08
76561198103640075,0.0,4.0,no ha hecho review,0
76561198103642164,554.71,74.0,no ha hecho review,0
76561198103649700,581.68,46.0,no ha hecho review,0
76561198103654208,0.0,1.0,no ha hecho review,0
76561198103654255,337.76,55.0,1.0,0
76561198103667651,0.0,3.0,no ha hecho review,0
76561198103671881,455.77,96.0,1.0,2015-04-11
76561198103674275,554.73,52.0,1.0,2014-09-06
76561198103674768,393.75,29.0,no ha hecho review,0
76561198103675246,0.0,8.0,no ha hecho review,0
76561198103685074,599.75,38.0,1.0,2014-11-10
76561198103697364,330.76,62.0,1.0,0
76561198103713177,164.89,57.0,no ha hecho review,0
76561198103714736,0.0,1.0,no ha hecho review,0
76561198103721066,94.95,11.0,no ha hecho review,0
76561198103805487,367.79,52.0,1.0,2014-02-20
76561198103820949,0.0,25.0,no ha hecho review,0
76561198103821415,1.99,2.0,no ha hecho review,0
76561198103821455,320.83,22.0,no ha hecho review,0
76561198103838954,109.96,14.0,no ha hecho review,0
76561198103845573,99.94,16.0,1.0,2015-07-30
76561198103851067,0.0,1.0,no ha hecho review,0
76561198103851106,9.99,1.0,no ha hecho review,0
76561198103858676,44.97,20.0,1.0,2014-05-25
76561198103859241,24.98,4.0,no ha hecho review,0
76561198103861118,552.71,42.0,1.0,2014-04-02
76561198103869584,0.0,5.0,no ha hecho review,0
76561198103892586,19.99,13.0,1.0,2014-02-14
76561198103927245,775.65,66.0,1.0,2014-08-25
76561198103929771,19.99,2.0,no ha hecho review,0
76561198103931743,89.96,19.0,1.0,2014-09-25
76561198103968912,559.73,45.0,no ha hecho review,0
76561198103969646,104.94,14.0,no ha hecho review,0
76561198103973582,189.96,9.0,no ha hecho review,0
76561198103976065,1686.87,153.0,1.0,2014-04-08
76561198103976113,340.77,50.0,1.0,2015-10-09
76561198103978776,0.0,1.0,no ha hecho review,0
76561198103978877,201.91,20.0,no ha hecho review,0
76561198103985144,219.87,18.0,no ha hecho review,0
76561198103991073,54.96,8.0,no ha hecho review,0
76561198103992907,0.0,1.0,no ha hecho review,0
76561198103999262,0.0,1.0,no ha hecho review,0
76561198103999449,0.0,1.0,no ha hecho review,0
76561198104002943,0.0,1.0,no ha hecho review,0
76561198104016953,89.97,67.0,no ha hecho review,0
76561198104030363,79.94999999999999,37.0,1.0,2015-10-11
76561198104046608,0.0,1.0,no ha hecho review,0
76561198104048298,64.96,13.0,no ha hecho review,0
76561198104049000,0.0,1.0,no ha hecho review,0
76561198104055022,741.0,51.0,no ha hecho review,0
76561198104059086,252.87,42.0,no ha hecho review,0
76561198104063091,0.0,1.0,no ha hecho review,0
76561198104078403,509.74,50.0,no ha hecho review,0
76561198104080090,209.92,24.0,no ha hecho review,0
76561198104084938,1060.47,74.0,0.75,2015-07-19
76561198104084970,86.93,46.0,no ha hecho review,0
76561198104107737,0.0,1.0,no ha hecho review,0
76561198104116130,0.0,1.0,no ha hecho review,0
76561198104117854,783.56,107.0,no ha hecho review,0
76561198104121239,159.93,12.0,no ha hecho review,0
76561198104122849,54.98,2.0,no ha hecho review,0
76561198104126159,324.85,52.0,1.0,2015-12-29
76561198104127607,54.97,12.0,no ha hecho review,0
76561198104187258,658.61,64.0,no ha hecho review,0
76561198104192216,0.0,1.0,no ha hecho review,0
76561198104195007,19.99,2.0,no ha hecho review,0
76561198104196315,0.0,1.0,no ha hecho review,0
76561198104198707,64.96,33.0,no ha hecho review,0
76561198104198852,144.94,21.0,no ha hecho review,0
76561198104201240,109.95,21.0,1.0,2014-01-17
76561198104202767,19.99,4.0,no ha hecho review,0
76561198104203606,0.0,2.0,no ha hecho review,0
76561198104204975,317.84,20.0,1.0,2014-04-29
76561198104212010,155.86,29.0,0.5,2015-12-25
76561198104217102,0.0,1.0,no ha hecho review,0
76561198104222087,0.0,4.0,no ha hecho review,0
76561198104223343,0.0,1.0,no ha hecho review,0
76561198104225772,0.0,2.0,no ha hecho review,0
76561198104230897,0.0,1.0,no ha hecho review,0
76561198104235208,285.88,18.0,no ha hecho review,0
76561198104238822,162.88,32.0,no ha hecho review,0
76561198104239192,368.8,38.0,no ha hecho review,0
76561198104243813,0.0,5.0,no ha hecho review,0
76561198104243926,4.99,8.0,no ha hecho review,0
76561198104245676,69.95,16.0,no ha hecho review,0
76561198104245879,19.99,6.0,no ha hecho review,0
76561198104248286,49.96,10.0,1.0,2014-06-21
76561198104252420,726.89,83.0,0.5,2015-10-03
76561198104253058,24.98,7.0,1.0,2015-10-29
76561198104255305,7.98,36.0,no ha hecho review,0
76561198104259586,117.9,30.0,no ha hecho review,0
76561198104263920,92.95,17.0,no ha hecho review,0
76561198104273323,72.96000000000001,34.0,0.0,2015-05-29
76561198104276320,0.0,4.0,no ha hecho review,0
76561198104279753,19.99,11.0,no ha hecho review,0
76561198104281246,0.0,2.0,no ha hecho review,0
76561198104300788,19.99,3.0,no ha hecho review,0
76561198104310934,0.0,2.0,no ha hecho review,0
76561198104321476,84.94,12.0,no ha hecho review,0
76561198104325515,59.99,7.0,no ha hecho review,0
76561198104328371,0.0,1.0,no ha hecho review,0
76561198104329102,9.99,2.0,no ha hecho review,0
76561198104332809,0.0,1.0,no ha hecho review,0
76561198104334565,0.0,2.0,no ha hecho review,0
76561198104354722,9.99,1.0,no ha hecho review,0
76561198104358564,291.84000000000003,33.0,no ha hecho review,0
76561198104371040,0.0,5.0,no ha hecho review,0
76561198104371550,0.0,1.0,no ha hecho review,0
76561198104378516,3817.9,462.0,no ha hecho review,0
76561198104379099,174.9,17.0,1.0,2014-02-16
76561198104385509,585.52,101.0,1.0,2014-02-17
76561198104387311,394.72,62.0,1.0,2014-08-26
76561198104387388,0.0,1.0,no ha hecho review,0
76561198104388002,139.91,14.0,0.0,2015-10-09
76561198104392779,9.99,1.0,no ha hecho review,0
76561198104393251,268.78000000000003,51.0,1.0,2015-03-13
76561198104393302,59.96,12.0,no ha hecho review,0
76561198104395505,67.95,51.0,no ha hecho review,0
76561198104399359,0.0,3.0,no ha hecho review,0
76561198104400708,0.0,1.0,no ha hecho review,0
76561198104404617,497.59,89.0,1.0,2014-04-19
76561198104408609,313.86,28.0,1.0,0
76561198104418963,34.98,4.0,no ha hecho review,0
76561198104428121,1089.49,108.0,1.0,2014-01-09
76561198104438335,144.93,15.0,no ha hecho review,0
76561198104448535,169.88,30.0,0.5,0
76561198104456044,0.0,3.0,no ha hecho review,0
76561198104466971,68.84,67.0,1.0,0
76561198104502464,215.87,37.0,no ha hecho review,0
76561198104510756,0.0,1.0,no ha hecho review,0
76561198104512728,9.99,11.0,no ha hecho review,0
76561198104514196,0.99,7.0,no ha hecho review,0
76561198104532151,0.0,1.0,no ha hecho review,0
76561198104538793,104.96,21.0,no ha hecho review,0
76561198104557586,18.98,13.0,no ha hecho review,0
76561198104558788,0.0,4.0,no ha hecho review,0
76561198104564543,0.0,1.0,no ha hecho review,0
76561198104575876,126.95,11.0,no ha hecho review,0
76561198104580761,818.4599999999999,49.0,no ha hecho review,0
76561198104604032,93.92,16.0,no ha hecho review,0
76561198104608501,0.0,21.0,no ha hecho review,0
76561198104647956,69.98,22.0,no ha hecho review,0
76561198104670811,0.0,1.0,no ha hecho review,0
76561198104690534,9.99,3.0,1.0,2014-06-04
76561198104704671,0.0,1.0,no ha hecho review,0
76561198104717542,245.88,66.0,1.0,2015-11-02
76561198104723613,16.98,6.0,no ha hecho review,0
76561198104750935,24.97,8.0,1.0,2014-07-26
76561198104780894,0.0,3.0,no ha hecho review,0
76561198104784054,269.86,51.0,1.0,0
76561198104785377,418.71,44.0,1.0,2014-06-26
76561198104811879,69.97,33.0,no ha hecho review,0
76561198104820802,2.99,22.0,no ha hecho review,0
76561198104824869,308.76,33.0,1.0,2013-10-22
76561198104830424,77.94,16.0,1.0,2014-12-19
76561198104831343,439.75,41.0,no ha hecho review,0
76561198104831706,222.92,49.0,no ha hecho review,0
76561198104834557,1092.46,76.0,1.0,2014-12-17
76561198104835967,84.94,23.0,1.0,2014-03-06
76561198104838152,0.0,3.0,no ha hecho review,0
76561198104850152,0.0,1.0,no ha hecho review,0
76561198104857170,0.0,5.0,no ha hecho review,0
76561198104860184,0.0,1.0,no ha hecho review,0
